,State,Year,Debt at end of fiscal year,Capital outlay,Expenditure,General expenditure,General revenue,Insurance trust  revenue,Intergovernmental,License tax,Revenue,Selective sales tax,Tax,Correction,Education,Financial Aid,Health,Insurance benefits and repayments,Interest on debt,Interest on general debt,Intergovernmental.1,Miscellaneous general revenue,Natural Resources,Other taxes,Police protection,Transportation,Utilities,Welfare,Parks Total Expenditure
769,OREGON,2012,13826154,1245795,29908797,23949131,22531989,2894484,7597914,934874,26359193,1398998,8728095,728512,7932021,51522779,1614234,5361581,393688,393688,7479984,2060811,176501,135300,154778,1191149,17701717,5952267,11356
770,OREGON,2013,13598468,1231253,29745209,23990653,23169663,10629398,7325785,923123,34793364,1369266,9160887,734528,7879982,51079010,1657215,5113961,372856,372856,6707799,2236619,442598,148593,164406,1166144,17993460,6231151,101995
771,OREGON,2014,14583105,1435719,32738873,26547901,24458474,12324836,7854479,959855,37829309,1443722,9681898,793159,8660113,54095706,802294,5526242,265310,265310,7490239,2042491,520764,133769,166809,1197211,19980672,7856188,91909
772,OREGON,2015,13061182,1482473,34495603,28688736,28091744,6350853,9957128,988932,35531026,1498647,10577079,777917,8997319,61708500,607119,5099403,278259,278259,7423442,2224276,520863,158658,176304,1202683,21923919,9870345,106902
773,OREGON,2016,13355878,1390843,36172358,30319264,28870727,4086800,10030561,1048709,33526000,1431182,10888032,854031,9690199,57985443,842842,5392923,333275,333275,7825586,2457536,563335,162525,201687,1170339,22972365,10205949,90596
774,OREGON,2017,13814788,1426812,36909588,30986211,30269491,12366907,9981312,1067836,43231879,1523790,11839680,897609,9744277,105279970,1011517,5499855,353289,353289,8222290,2736693,422795,235783,201595,1195771,23403912,10481906,101855
775,OREGON,2018,14285969,1471042,39434049,33088332,32133520,11614755,10470949,1087449,44374588,1654829,12640306,945814,10549695,111266067,1001355,5914926,414808,414808,8943498,2972551,473168,214023,232066,1135458,24724318,11235890,111855
776,OREGON,2019,15333272,1801657,41519679,35070708,34845002,9342896,11056928,1134928,44854069,1864887,13959589,971910,10884873,116538416,1010332,5983074,339641,339641,9309728,3550747,537322,201704,240458,1275578,26243486,12132689,118844
777,PENNSYLVANIA,1992,12962120,2379438,34821691,30065213,29859039,6172639,8016454,1769602,36698935,2766161,16269988,588169,9700120,44487413,993153,4118037,1074788,1074788,11476675,2766174,363354,921578,308727,2191425,17065820,9599604,107863
778,PENNSYLVANIA,1993,12989361,1419461,34359276,28704733,29974280,7195582,8076161,1757030,37841565,2961505,16662962,627350,8688571,50707483,1228100,5021169,963465,963465,11247033,2345279,367231,987716,310447,2302727,16906542,8959035,90856
779,PENNSYLVANIA,1994,13670944,1588460,37817993,32579199,30461740,7123464,8363935,1752101,38252308,2984611,17141998,799605,9170144,55316722,1140809,4619903,1144616,1144616,11719067,2015855,412698,1048826,319922,2341523,20073928,11785875,91981
780,PENNSYLVANIA,1995,14294000,1800075,39394469,33632680,32772410,6566941,9184054,1872596,40015395,3103095,18262139,954704,9676929,56595746,1271166,5128052,1234424,1234424,12273511,2179777,436586,1022057,352860,2507970,20493957,11110757,95745
781,PENNSYLVANIA,1996,15045892,1735249,38698546,33135802,33511837,8591620,9150973,1809068,42796060,3056436,18295012,1076935,10526449,68958944,1255006,4915073,1088227,1088227,12620638,2553813,431973,1010202,624793,2427261,19726989,9834967,112570
782,PENNSYLVANIA,1997,15367631,1678474,39296244,33708562,35212460,13372286,9420286,1919706,49317529,3166477,19377456,1077853,10512893,79373382,1379050,4910697,1180679,1180679,12917453,2728194,435759,1086032,647215,2492658,20237663,10018793,107810
783,PENNSYLVANIA,1998,16393928,2192504,40803540,35603075,36833236,10894196,9608658,2180733,48503491,3374638,20629483,1229494,11013141,88168213,1360888,4483292,1203126,1203126,13358427,2959184,505277,1173384,703188,3069182,21381277,10516078,121109
784,PENNSYLVANIA,1999,17658457,2474491,44236777,38517285,38859444,9821937,10260843,2313210,49481716,3395246,21588754,1408534,11712443,99056854,1423139,4982138,1693983,1693983,14360222,2859476,499543,1273090,765096,3217262,22870555,11423851,131548
785,PENNSYLVANIA,2000,18594981,2847894,47681749,41936697,41699619,11952357,10584182,2273339,54517336,3403087,22466906,1469375,12733777,111624010,1571394,4944231,1267636,1267636,14903683,3686536,626845,1265813,786628,3513899,26082099,13225522,139898
786,PENNSYLVANIA,2001,19249044,2855201,51488402,45517170,44180616,795746,12597237,2181007,45887490,3427981,22571889,1558157,13691837,105745913,1655602,5131026,1107325,1107325,17016258,3762106,694626,1180076,828177,3759193,28099140,15067500,151727
787,PENNSYLVANIA,2002,20982531,3545000,55170768,47147270,46544216,-1338514,13733507,2078209,46164524,3617714,22135537,1521611,13775297,97533777,1917062,7138311,1073026,1073026,16713583,4370384,554723,1176025,906273,4566041,29423007,15118232,149121
788,PENNSYLVANIA,2003,24330327,3735390,57428466,48252480,46904770,1541162,14466919,2213875,49459403,4410858,23187302,1359531,14838088,94762391,1495004,8186270,1087130,1087130,14367348,3608418,579003,1150326,1026678,5032532,31144060,16085269,171050
789,PENNSYLVANIA,2004,25995752,2896845,56969147,47858275,50028732,18074738,15325737,2547850,69212674,4756518,25346879,1488414,15529362,105928858,1471027,8044411,1123401,1123401,14261414,3676935,631347,1268016,604141,3561344,31446969,16772449,168300
790,PENNSYLVANIA,2012,46198646,7101421,86996108,70853465,66533579,7425072,20565272,2646493,75615856,7984791,32949917,2019548,22134124,98820988,2971246,14602232,1665174,1665174,21402055,3991854,690598,1212304,934943,7865813,42678989,21769127,284285
791,PENNSYLVANIA,2013,47020552,7138406,87901101,72612596,69467188,19509292,21323290,2585202,90707943,7862945,33965626,2145075,22740444,103414265,2906322,13702205,1446132,1446132,21399171,4494085,680851,1288627,925230,7862159,44476092,22980602,300899
792,PENNSYLVANIA,2014,47840058,6157516,88863423,73759732,70127832,17019483,21865447,2302934,88933816,7921523,34192869,1989066,23101329,98194278,3024143,13461687,1460437,1460437,21284133,4063516,662954,1359181,978837,7130850,46572308,24386448,269927
793,PENNSYLVANIA,2015,47920479,7610961,90222271,76641318,74712857,10994293,23044734,2222062,87569420,8504539,36110311,2099219,24204413,96375964,3086492,11818698,1433901,1433901,21771854,4929921,702695,1519330,1052778,8303811,47408472,24655737,304763
794,PENNSYLVANIA,2016,47099314,8358220,96739063,82758174,79342869,9116366,26217294,2159170,90397120,9062781,37394589,2137887,25123830,90829893,3250854,12163270,1506228,1506228,22568221,4264799,723186,1562582,1066379,9007547,51892245,27944552,304721
795,PENNSYLVANIA,2017,47519575,7939863,103608416,89646092,84114217,17826942,29453230,2240809,103953948,9663762,38397150,2223701,27719479,136668096,3529466,12041589,1501902,1501902,25190731,4688880,740018,1574719,1116107,8499826,56638784,32037608,330969
796,PENNSYLVANIA,2018,49015732,9208647,102297163,88299716,87715628,20841043,29418893,2721979,110623233,10113420,40709545,2182586,26976752,144657303,3728441,12060065,1586991,1586991,25147564,4912183,784111,1666045,1151450,9430950,54038892,29548636,322044
797,PENNSYLVANIA,2019,48958884,10050453,108643120,94506546,93333010,14033371,31473741,2773590,109493309,10392843,43132450,2239988,28344224,140879736,3929611,12095885,1685741,1685741,25252594,5698058,777263,1739273,1195680,9730067,59245254,33364379,336991
798,RHODE ISLAND,1992,5150733,352347,4174717,3538067,3024544,752637,988262,73857,3783839,278182,1307111,101022,813449,6437023,146268,596654,305894,305880,1338935,504519,23285,39122,23513,181412,2261533,771274,79267
799,RHODE ISLAND,1993,4997034,401279,3979032,3341983,3100580,740213,973528,77169,3847825,349934,1432977,107217,845448,6443945,176159,598438,320420,320205,897767,450288,27999,25793,28396,209084,2007652,885603,84200
800,RHODE ISLAND,1994,5543852,333282,3745364,3134876,3182557,941171,1032301,85954,4130830,309447,1436125,104160,814869,7382067,166400,574825,296120,295953,878354,458656,28369,20495,25934,211949,1930820,795198,21885
801,RHODE ISLAND,1995,5515554,462716,4265140,3544369,3386013,762739,1193087,85202,4156437,312046,1490340,114371,885077,7359479,241221,681661,304392,304184,967718,425180,34548,23916,28672,266080,2145060,902289,28732
802,RHODE ISLAND,1996,5505683,317883,4061406,3400206,3350271,916721,1110389,80448,4275350,317791,1553930,116224,885633,7764252,241935,623998,295230,295068,898822,432714,28056,22957,29724,210095,2155142,881807,29968
803,RHODE ISLAND,1997,5301681,267401,4001776,3372641,3500923,719119,1108615,79856,4229308,323779,1644047,119698,913835,9748681,248079,592578,300298,300172,852812,458729,24557,21887,32843,191541,2173040,869066,31247
804,RHODE ISLAND,1998,5351703,228411,3964337,3413431,3781200,646439,1146311,87653,4437538,374530,1821305,126578,982103,9953364,129777,512674,269232,269227,876178,526252,37752,28097,25495,189681,2239177,1017366,34044
805,RHODE ISLAND,1999,5464157,319996,4378203,3729916,3994082,1473253,1302530,89553,5478183,362735,1895196,140655,1077921,11244245,128116,591103,270517,270512,975164,490587,33865,52613,32405,232142,2431076,1061497,37656
806,RHODE ISLAND,2000,5681091,310253,4648008,3987382,4105718,1471973,1162862,90768,5589130,381882,2034909,139225,1175428,11645384,152274,601648,277164,277159,1069470,573598,41252,37385,36659,220434,2593859,1162823,12639
807,RHODE ISLAND,2001,5727023,362888,5261376,4563666,4766479,706061,1548912,90577,5484640,423232,2246605,151172,1250803,12378272,137275,620289,355305,355300,1198534,609840,42338,30629,46948,249291,3013445,1393687,39170
808,RHODE ISLAND,2002,5855777,431019,5766687,4842611,4835556,43044,1719728,92463,4891253,429029,2127609,157531,1343682,11553123,181541,815206,256517,256511,1209397,603356,46840,22726,47946,259542,3315792,1690087,25362
809,RHODE ISLAND,2003,6189389,313585,5976510,5026490,5171932,666178,1855350,93032,5855988,469660,2256654,159095,1385449,10962918,190225,849794,251321,251321,1339196,622187,42396,37757,50475,228646,3532564,1803847,24051
810,RHODE ISLAND,2004,6482652,332836,6373515,5357993,5654508,1625168,2132019,94481,7301628,500727,2408861,162234,1468437,12954237,205720,921469,234197,234197,1457544,666057,37389,39588,49715,256348,3820303,1940925,8931
811,RHODE ISLAND,2012,9211790,453147,8308171,6598862,7222505,887481,2394201,129209,8143324,626000,2868188,192107,1898513,13310135,182000,1598413,514391,514391,1506163,965345,64003,59604,72379,359782,4482470,2328372,28887
812,RHODE ISLAND,2013,9568810,364845,8112281,6524740,7437162,1708741,2363310,129716,9179142,634965,2931631,193344,1938129,10226680,186704,1471626,480360,480360,1498339,1079881,60926,52190,76828,334928,4477219,2315850,29228
813,RHODE ISLAND,2014,9388127,416518,8561274,6984022,7446729,1723451,2596323,137657,9203211,622684,2974435,195821,1972837,11675160,185905,1460309,487511,487511,1552593,927837,59741,60243,82488,349832,4851168,2612057,31153
814,RHODE ISLAND,2015,9004835,453035,8900825,7535554,7997153,872116,2830590,89794,8893857,661010,3165635,201365,1981863,13264681,184434,1255659,519602,518566,1670377,931745,69549,63614,87957,322533,5298486,3008751,32191
815,RHODE ISLAND,2016,9052017,392924,8884859,7502716,7966460,748524,2848402,100771,8737676,691853,3245562,209436,2016102,13633635,195441,1272051,439399,439362,1616773,891270,60441,98890,84966,332852,5410201,3060210,35032
816,RHODE ISLAND,2017,8915647,456619,9166091,7763789,7998722,1943420,2824275,110461,9965567,695392,3266663,210109,2072599,17975254,215602,1281073,449415,448876,1735611,916070,69223,95760,92833,339064,5565756,3193193,36458
817,RHODE ISLAND,2018,9078706,444621,9500045,8104894,8397297,1842701,2883313,110799,10263247,633064,3491697,219705,2165079,18584761,225931,1278176,444399,444386,1829827,896960,78868,251607,90313,412144,5849752,3278190,37891
818,RHODE ISLAND,2019,9275273,549520,9840595,8409296,8757326,1677502,2932331,116141,10459645,710368,3723980,229565,2218674,17811592,237668,1302504,416916,416916,1954269,995858,79431,224374,95111,522274,6021356,3361660,37384
819,SOUTH CAROLINA,1992,4684627,886740,9715357,8250866,7861740,1473176,2443841,279459,9897494,599816,3935500,297225,3070613,16888948,402620,828295,397940,241042,2808898,438144,133692,51423,81591,530144,5348625,1900077,35735
820,SOUTH CAROLINA,1993,4900522,1090592,10388282,8793206,8429365,1660784,2563112,373769,10637027,644725,4288976,331370,3138343,17675344,467952,876219,336736,183486,2958661,465077,151884,42664,87757,616226,5753283,2064155,36621
821,SOUTH CAROLINA,1994,4972412,1012402,11209055,9563160,9020192,1658687,2830146,370074,11268362,648776,4501767,307319,3318830,18436793,739644,894432,348683,198929,3093046,428822,158455,59566,106201,603010,6503401,2343976,39870
822,SOUTH CAROLINA,1995,5019617,939742,11623103,9888930,9609448,1852812,3069085,326921,12067916,676270,4763097,348052,3537053,16463769,623469,1030276,329343,180061,3361707,489721,156524,59618,121532,594192,6706399,2447257,41096
823,SOUTH CAROLINA,1996,5324200,825810,12399928,10683485,10260863,1697158,3187100,389432,12601859,684362,5113034,391366,3832467,18750376,710015,1062065,349930,184813,3892750,546894,171254,55572,140200,615953,7159231,2554452,51092
824,SOUTH CAROLINA,1997,5349807,844018,12847221,11127158,10750064,2355081,3161523,411179,13804751,703161,5381412,429244,3902910,20427693,703186,1080349,373661,208648,4215885,607558,173793,62596,159579,664814,7332158,2621547,49562
825,SOUTH CAROLINA,1998,5191423,865033,13574926,11845862,11415166,3059995,3442418,404915,15202985,731430,5683148,422760,4208554,22490121,627252,1069675,389442,221370,4440330,674070,185264,82862,170145,711195,7852702,2955074,49984
826,SOUTH CAROLINA,1999,5081880,974976,14482992,12641446,12377605,1413018,3882061,424542,14566262,738588,6161205,436680,4423952,23838306,647803,1175715,373373,216285,4723289,712765,192518,95206,185488,962430,8304964,3125827,50761
827,SOUTH CAROLINA,2000,7057310,1390196,16236728,14194639,13317180,1834485,4379015,375162,15965831,782547,6381391,437104,5011288,25171569,645473,1244928,411532,259121,5363699,815499,250110,92654,217311,1178207,9084164,3458383,62649
828,SOUTH CAROLINA,2001,9560312,1541710,18078717,15674885,13872539,2130275,4792650,346713,16865229,775050,6415080,480952,5448935,27194444,680276,1503929,418269,290863,5874647,741438,276422,102144,219115,1222064,10106265,3866330,69479
829,SOUTH CAROLINA,2002,10115612,1594880,20009040,17048314,14476608,1534325,5434346,310759,16996797,822634,6087792,424031,5656159,27171023,721138,2005519,776956,652074,6129495,818044,231871,110197,221406,1348549,10962157,4373330,65008
830,SOUTH CAROLINA,2003,10990201,2081357,21039752,17684894,15408525,3227386,5738966,325511,19669246,875158,6353115,426300,6037317,29110620,698202,2162103,494440,333213,5929108,939875,190004,88643,243452,1341643,11533662,4775314,71732
831,SOUTH CAROLINA,2004,11883890,1771527,21550915,18083674,17408920,3357790,6721608,383505,21814644,963329,6803568,419758,6104392,31302603,677607,2293201,582106,426590,5939484,1209879,201047,94855,182727,1412728,12045657,4936352,68284
832,SOUTH CAROLINA,2012,14854263,1275226,27668443,22182826,21269400,2179578,7327090,488588,25350150,1248449,8062639,483177,8112243,19440182,887865,3779261,702014,474284,6209575,1910145,196427,49687,168659,1216037,15648438,5896867,78888
833,SOUTH CAROLINA,2013,14213200,1699310,28257170,22342807,21896163,5520742,6975406,439843,29291864,1277230,8735455,440240,8438190,21444884,878134,3687517,558575,340026,6323864,2011910,178884,74443,175739,994013,15828984,6172253,85148
834,SOUTH CAROLINA,2014,14581374,1332935,29154992,23601130,24097234,6363369,8674421,471862,32264115,1257720,9004192,450198,8708996,25197942,923736,3818753,499191,274061,6477676,2035440,197720,81998,166069,1159045,16834787,6788792,106579
835,SOUTH CAROLINA,2015,14738437,1361763,30366641,25224165,25518253,2852813,9406376,556245,30354282,1276442,9598478,458406,9160360,28833618,1003641,3314405,539648,265819,6811382,1841685,193871,123973,167268,1230450,18083296,7594043,110054
836,SOUTH CAROLINA,2016,15894831,1640221,31336271,26345446,25573048,2168125,9185721,507760,29605765,1332869,9457330,451303,9516139,30757619,1024042,3423167,554422,268825,7343196,2002833,197696,146731,176548,1524666,18320524,7555708,133146
837,SOUTH CAROLINA,2017,15323497,2331355,33405742,28230684,26852326,6708751,9826544,518886,35290415,1352342,9793497,470254,11307547,48248883,1170279,3558217,495144,251576,8648170,2046145,263856,154659,198606,1870770,19286805,7899208,147098
838,SOUTH CAROLINA,2018,14571479,2322633,34841911,28963267,28158714,6314855,9916827,582294,36214436,1644958,10530212,513277,11491471,50896885,1216517,4097953,544672,271812,9129342,2210219,208474,163472,173934,1895096,19861514,8009011,124542
839,SOUTH CAROLINA,2019,12851131,2068393,34572637,29308909,29146076,5259871,9617121,648504,36196217,1777477,11221043,522888,11489690,52981997,1273421,3543175,596023,234183,8419925,2285469,224054,176076,185035,1888652,20743876,8258446,137610
840,SOUTH DAKOTA,1992,1889222,183017,1564882,1489533,1518437,237578,549243,55710,1756015,159912,565032,29928,430517,3966299,45020,75349,139731,139731,421423,257656,66853,24863,13524,210619,853259,290455,12160
841,SOUTH DAKOTA,1993,1818438,193853,1686426,1603543,1590669,351491,585113,61792,1942160,164301,589069,33559,481005,4073683,50627,82883,127551,127551,454572,258049,64600,28581,14229,229329,948991,318785,11997
842,SOUTH DAKOTA,1994,1680487,236284,1825640,1739094,1741167,300147,662285,79798,2041314,173134,659225,41866,516773,4233957,55038,86546,114258,114258,461772,247762,72179,30714,15756,266477,1050597,357829,14821
843,SOUTH DAKOTA,1995,1663499,228007,1879678,1774460,1765906,323976,665042,87654,2089882,178837,694037,40678,514606,4741836,58078,105218,106189,106189,517454,229417,78096,28753,15728,258290,1067357,374521,15540
844,SOUTH DAKOTA,1996,1704133,243820,1983498,1870029,1886175,397401,694625,90336,2283576,188941,730251,43968,529417,5145910,58578,113469,107946,107946,589331,280276,85781,29452,19902,273473,1104479,393005,17667
845,SOUTH DAKOTA,1997,1840686,255530,2070482,1947303,1920419,395233,673220,93625,2315652,198473,768491,59877,581493,5728670,58861,123179,116907,116907,654455,286667,83810,28577,16203,282217,1107435,389031,18099
846,SOUTH DAKOTA,1998,2067990,315360,2244814,2120056,2098360,775917,764232,104911,2874277,218814,833662,57511,642539,6377527,59841,124758,117230,117230,732339,301416,79741,29119,17140,347399,1158976,409795,20792
847,SOUTH DAKOTA,1999,2104863,281867,2271671,2105882,2178698,707160,807020,109450,2885858,219092,870663,58398,662500,7095834,61721,165789,115727,115727,677002,298769,81724,29742,18239,309751,1200367,434027,21499
848,SOUTH DAKOTA,2000,2304895,342185,2403103,2227744,2281918,619230,793121,118448,2901148,244492,927245,62831,689679,8582029,65917,175359,119776,119776,632963,348363,75449,31285,17749,369648,1275099,476781,22311
849,SOUTH DAKOTA,2001,2215512,431000,2690165,2491580,2584159,586800,1033882,139899,3170959,242224,977469,66745,734750,7754609,67183,198585,124145,124145,682512,347546,96869,37247,18999,459212,1413103,553651,24075
850,SOUTH DAKOTA,2002,2307536,406190,2771705,2554212,2613412,-113384,1072483,133058,2500028,254173,976596,74880,798769,7632914,81294,217493,120082,120082,678394,387399,98029,25817,22400,420346,1474657,592754,26193
851,SOUTH DAKOTA,2003,2566542,391640,2898044,2663081,2682852,316986,1111450,127683,2999838,271780,1012955,79858,838579,8641853,90008,234963,113155,113155,686292,364067,114037,30120,26076,420985,1594554,621617,27218
852,SOUTH DAKOTA,2004,2613067,410762,3027787,2770084,2906921,956700,1239324,138877,3863621,278873,1062722,65434,876911,9511398,96311,257703,98642,98642,759096,395351,100918,11475,25946,421841,1650059,698864,27936
853,SOUTH DAKOTA,2012,3607615,613025,4508858,4062706,3981994,360030,1633051,250572,4342983,359327,1521928,116263,1227652,10434166,140168,446152,124274,124274,1064510,516287,156711,13952,35935,666647,2455306,963195,35683
854,SOUTH DAKOTA,2013,3425424,608869,4563817,4098176,4000031,1773328,1578275,257130,5776105,374692,1533573,116695,1271625,11273091,144168,465641,114376,114376,1016865,541278,174239,11009,38251,653006,2517768,1007042,36003
855,SOUTH DAKOTA,2014,3239167,571350,4681730,4185828,4135092,1943115,1542663,277787,6079563,381769,1608496,124356,1294032,13639115,147366,495902,107978,107978,1067292,640811,177958,9142,40832,639843,2635150,1027785,38839
856,SOUTH DAKOTA,2015,3346046,555168,4773791,4263678,4072759,678756,1468446,288796,4752945,401898,1674108,125955,1320602,14320366,125551,510113,108377,108377,1084671,576597,209155,8296,45414,605572,2690848,1101035,34380
857,SOUTH DAKOTA,2016,3374135,742907,5078806,4540237,4215040,284305,1446181,269386,4500363,462709,1840434,126393,1477835,15750814,127050,538569,111568,111568,1077350,510118,164034,9152,46311,726472,2796110,1106206,37167
858,SOUTH DAKOTA,2017,3527703,587857,5139886,4591743,4274403,1789197,1537047,269481,6065738,452495,1828426,126184,1519557,17299381,164072,548143,108560,108560,1206175,521570,188605,10361,47261,653913,2888457,1145176,42070
859,SOUTH DAKOTA,2018,3739690,613503,5247974,4672101,4400980,1246853,1504052,291896,5652171,481465,1917548,125620,1608584,18409027,160503,575873,123352,123352,1202748,565258,166839,8187,49317,640991,2913292,1172574,36925
860,SOUTH DAKOTA,2019,3509144,614158,5342988,4744006,4440112,927211,1525193,273497,5369864,469982,1940415,130376,1626767,17853241,157181,598982,132225,132225,1237604,557015,163947,5959,47893,659719,2953362,1193088,38202
861,TENNESSEE,1992,2806366,1192638,10405568,9632969,9956610,1502168,3427157,500876,11458778,1333280,4858098,380028,3100593,13556432,318768,772599,202680,202680,3036354,731866,154836,120518,65338,1134464,5658680,2816658,51432
862,TENNESSEE,1993,2623708,963392,11027994,10287797,10689732,1728778,3626942,521550,12418510,1692995,5672239,366011,3524871,12557734,360592,737941,187203,187203,3532408,417723,116075,144455,69444,1067360,6008259,3073225,56142
863,TENNESSEE,1994,2627396,1078046,11940244,11195029,10939645,1785373,3717569,562847,12725018,1420374,5733262,396447,3890747,12928942,466221,741544,185148,185148,3806382,455581,156242,147723,78292,1097471,6551529,3279239,73781
864,TENNESSEE,1995,2821948,1400739,13432374,12578238,11521631,1378281,4044934,603188,12899912,1203613,5907721,424429,4302667,15001810,560550,850006,185792,185792,4100379,474735,168612,145769,85476,1220053,7336166,3804888,91894
865,TENNESSEE,1996,3069027,1270963,13722981,12778276,12519787,2239217,4740818,604792,14759004,1207066,6179787,444528,4383102,18932738,545985,940898,192206,192206,4223000,465869,165741,182318,87332,1232972,7512926,3958073,82439
866,TENNESSEE,1997,3314928,1390238,14284301,13304143,13365828,2330471,5065016,737935,15696299,1247118,6616361,469241,4669507,23048531,572837,976371,202611,202611,4511290,495434,168567,183545,95724,1298659,7653205,3986728,97862
867,TENNESSEE,1998,3191892,1419360,14775178,13875109,14086340,2588869,5264984,656281,16675209,1292867,6996120,441404,4919897,25685342,522405,896250,204657,204657,4819269,515229,176907,250931,103110,1374234,7975087,4196566,124120
868,TENNESSEE,1999,3321415,1475815,15889978,14900116,14635487,2268181,5568436,691616,16903668,1313096,7197491,434751,5223733,27762117,581469,985864,205639,205639,5207717,475908,189093,243092,114351,1410792,8676563,4601779,115466
869,TENNESSEE,2000,3292314,1480523,16853438,15821917,15928464,3041411,6120698,898509,18969875,1359164,7739590,449107,5512784,29416278,633691,1027419,190470,190470,5398123,700656,228869,241555,118178,1501301,9392164,5211056,119325
870,TENNESSEE,2001,3387622,1343596,18385079,17135629,17041478,302754,6806855,878136,17344232,1357526,8043347,491727,5807290,29473850,706657,1244839,194170,194170,5620042,714927,226895,232019,126207,1487367,10590303,6122866,115219
871,TENNESSEE,2002,3627931,1406644,20029048,18489355,17619979,331952,7316497,836013,17951931,1370992,7797681,529747,6094892,27836254,800515,1534777,198272,198272,5545608,792374,234901,266510,131690,1533906,11921915,6896284,105004
872,TENNESSEE,2003,3496139,1309757,21021917,19386815,19278302,1286059,8292209,953999,20564361,1446075,8811612,558669,6169486,28609425,881367,1629621,187328,187328,6051593,725085,211306,268328,144177,1576290,12398856,7634185,102721
873,TENNESSEE,2004,3580940,1297615,22250066,20679125,20887769,3019508,8227727,1045665,23907277,1499456,9529171,596095,6536120,31554093,962310,1566111,182205,182205,6449262,1580281,224643,304055,142127,1545491,13354209,8357217,119821
874,TENNESSEE,2012,6167659,1731207,31067206,27957729,26481647,3500351,11371022,1391307,29982003,2449833,11380078,810607,9810610,28715123,851695,3097030,257238,257238,8304474,1826725,357216,307948,177982,1806362,17911571,10731994,85080
875,TENNESSEE,2013,6191955,1740318,30167208,27406489,26511751,5730718,10964580,1420083,32242480,2497949,11727736,850571,9739606,31461336,590695,2755113,268841,268841,8006056,1860454,310824,298527,188870,1717714,17437852,10758878,82788
876,TENNESSEE,2014,6049178,1585393,30754205,27703788,26276664,7610993,10741289,1335392,33887657,2565804,11806329,900347,10073449,33061281,594490,3050014,258733,258733,8195556,1679895,316751,296662,200410,1591769,17739656,10694186,86285
877,TENNESSEE,2015,7120773,1547913,30842097,28340888,27466329,2625403,10716674,1502770,30091732,2648689,12698496,903791,10131629,35758409,612458,2500615,239100,239100,8268380,1993097,319539,295836,208743,1539233,18369936,11235158,86092
878,TENNESSEE,2016,6068765,1595312,31907326,29288255,28835730,2441263,11483805,1516966,31276993,2697871,13386169,917994,10066306,37474595,625285,2618534,267578,267578,8630963,1852713,358024,302355,209212,1514818,18943555,12126970,87735
879,TENNESSEE,2017,6127422,1576166,32687273,30072311,29532782,7049536,11410121,1635495,36582318,2750772,13893728,917481,10458470,66671472,711060,2614512,271591,271591,9311860,2069793,383092,271068,223217,1563987,19285871,12235569,95445
880,TENNESSEE,2018,6289301,1769119,33752272,31018861,30358779,6082079,11950090,1763747,36440858,2873537,14269061,955135,10714383,71608605,753484,2733232,310962,310962,9258490,2031107,387474,271563,240927,1749602,19900284,12480175,101766
881,TENNESSEE,2019,6731354,1851091,35197915,32365809,31066954,9181172,11933633,1909972,40248126,2883746,14826723,966631,10992242,75399888,759885,2831667,366979,366979,9546415,2181412,392919,287884,236262,1868246,20894634,13178118,101504
882,TEXAS,1992,8001178,2600803,33893797,30743796,31307797,5414010,8604008,2266080,36721807,5027706,17024494,1336280,13283188,54648979,894568,3150001,615624,615624,11085888,3161880,416612,1154818,215192,2472785,16947642,7410273,64225
883,TEXAS,1993,8683525,2905169,39080298,35100405,35688184,6330831,10825621,2417117,42019015,5361248,18240773,1562203,14777150,62891369,1024134,3979893,554228,554228,12128913,3790331,555427,1320146,212293,2991251,19934105,8983902,51819
884,TEXAS,1994,9377851,3288347,40966651,37323872,38030908,7003981,11737018,2526066,45034889,5941325,19465331,2242749,15505486,71520401,1182271,3642779,532298,532298,12904773,3845916,558884,1071653,231667,2921372,20975602,9473754,56680
885,TEXAS,1995,9921999,3329826,44643310,40474673,40351618,9069915,12680852,2790740,49421533,6161558,20288774,2590405,16285954,82106012,1247912,4168637,751615,751615,13656738,4111215,614036,1061699,239995,3037574,23139692,10635272,59816
886,TEXAS,1996,14575675,3593699,46081839,41518628,42956938,8502222,13077010,3124981,51459160,6684973,21611887,2351414,17049364,104627481,1179941,4563211,740582,740582,14429715,4923788,643479,990646,291539,3562728,23282648,10635810,67173
887,TEXAS,1997,12461867,3151034,48887370,44124401,45546186,18317848,13800422,3265491,63864034,7042103,23024628,2252637,18303434,123122843,1331742,4762969,843072,843072,15250969,4906472,571590,1355146,293623,3290971,25788698,11524742,67392
888,TEXAS,1998,14408011,3672504,51064773,46405054,48065757,9741380,14605424,3533965,57807137,7409373,24629000,2598309,19769645,147168820,1450106,4659719,908244,908244,16735710,4502925,642634,1211501,291058,3520271,26233907,10833211,66426
889,TEXAS,1999,14736223,3975723,54761328,49590906,52545024,19103609,16309713,3710610,71648633,7899341,25675587,2659637,20566051,172807772,1473317,5170422,871023,871023,18115545,5944177,712194,961522,324658,3998857,27717026,11775920,70069
890,TEXAS,2000,19228150,5543996,60425369,54452163,55312368,17010324,17150934,3812821,72322692,8201203,27424142,2766911,22913913,189732502,1608023,5973206,1032280,1032280,20151165,5635034,718567,1397953,343991,4861214,30059539,11865880,72557
