,State,Year,Debt at end of fiscal year,Capital outlay,Expenditure,General expenditure,General revenue,Insurance trust  revenue,Intergovernmental,License tax,Revenue,Selective sales tax,Tax,Correction,Education,Financial Aid,Health,Insurance benefits and repayments,Interest on debt,Interest on general debt,Intergovernmental.1,Miscellaneous general revenue,Natural Resources,Other taxes,Police protection,Transportation,Utilities,Welfare,Parks Total Expenditure
0,ALABAMA,1992,4128724,664748,9650515,8788293,8910315,1473217,2737180,395202,10536166,1103368,4217916,182698,3570524,14867372,394119,724852,280179,280179,2661923,607453,151432,205227,77789,694874,5564374,1853436,9728
1,ALABAMA,1993,4170084,781952,10242374,9339796,9688246,1570768,2965310,377723,11389335,1324610,4639784,182217,3663465,15812794,412456,761582,267648,267648,2739037,599988,156698,224878,78320,856228,5913144,2016935,11031
2,ALABAMA,1994,3853804,767100,10815221,9922352,10014415,1454982,3077084,386771,11599362,1280747,4767108,216691,3969277,16521395,487044,762811,250642,250642,2912886,643807,169019,234592,86839,883852,6370171,2167799,12053
3,ALABAMA,1995,3758726,808001,11541881,10489513,10582838,1566923,3240417,480698,12279726,1280494,5077827,231357,4400912,17676836,491648,912649,193752,193752,3185218,643469,185903,232783,83482,924411,6703955,2291264,10645
4,ALABAMA,1996,3645292,760751,12126587,10991713,10894396,1710360,3347019,422841,12741148,1334829,5257771,220046,4872259,18315497,514380,987710,216842,216842,3663894,649073,173797,265426,86936,881381,6782766,2325418,7788
5,ALABAMA,1997,3780493,770809,12944867,11668841,11487011,2381696,3553541,424165,14007883,1360764,5484161,233870,5175279,21921724,566651,1134137,223666,223666,3918256,669731,175948,279304,93163,837255,7241270,2537627,16320
6,ALABAMA,1998,4166572,755486,13728431,12475614,12433410,2268663,4021037,434433,14843951,1422930,5739128,257214,5362196,24134392,554980,1107068,202507,202507,4040099,778771,180408,268751,102178,882080,7575449,3027120,20222
7,ALABAMA,1999,4467074,851302,14701938,13289087,13093255,2262606,4281715,454177,15501093,1480248,6032234,282458,5751997,25450764,588248,1271203,197963,197963,4287087,793813,202937,308206,113709,921658,8068008,3195049,15401
8,ALABAMA,2000,5291796,1136551,15872589,14399604,14116821,2588130,4781099,541645,16856646,1526560,6438438,278856,6224938,26680001,598894,1322395,275930,275930,4678810,797887,194417,353816,117831,1076311,8503158,3484564,11326
9,ALABAMA,2001,5577158,1214496,16718151,15055914,15731646,1972924,5715592,432671,17859899,1585107,6747707,303759,6385451,28878361,644288,1505848,267537,267537,4605027,1052701,205794,378117,124884,1163889,9053735,3776253,15956
10,ALABAMA,2002,6405164,1445150,17996418,16160326,15986065,-1204495,6275399,394973,14942192,1634833,6509765,331476,6811434,26801796,718443,1675057,241867,241867,4870864,914681,230519,378394,128801,1255800,9609567,4110058,23155
11,ALABAMA,2003,6284640,1473974,18471110,17009944,16574756,2356008,6668784,399871,19098788,1585666,6416351,356928,7053792,29664032,762009,1288155,252401,252401,4932565,1018207,225308,388308,129591,1163904,10379978,4531802,25422
12,ALABAMA,2004,6363885,1644475,19544560,17621702,17449427,3779920,6724211,397429,21401777,1783002,7018242,397943,7617223,33415975,814615,1745203,236417,236417,5027303,1076592,237615,409663,130234,1199566,10740445,4568332,23014
13,ALABAMA,2012,8719430,1933244,30813117,27089980,23527080,5858261,9575193,517676,29652729,2351699,9049294,544531,11449337,29491034,498933,3475004,340153,340153,8105041,1141032,248089,474571,119458,1468133,16486557,7799839,27729
14,ALABAMA,2013,9094764,2276020,31382719,27784838,24248330,5942462,9850561,490430,30469040,2376842,9270919,524014,11843255,32957609,455497,3335440,352891,352891,7990135,1195567,259423,487249,119097,1578517,16871926,7782431,21172
15,ALABAMA,2014,8907686,1880255,31758035,27924214,24136181,4896240,9378560,386378,29321403,2419482,9296846,541838,11762054,37535694,421115,3566937,451887,451887,7997816,1242898,253936,484803,124635,1562694,17353630,7923779,22788
16,ALABAMA,2015,9125828,2011264,32459306,28710747,26154103,1706834,10034425,493883,28169117,2472137,9755439,555852,12235527,35276551,414116,3462691,364207,364207,8031559,1687595,266925,455334,155814,1631748,17833570,8204660,22088
17,ALABAMA,2016,8656730,1849423,31582710,27719883,25848641,4558211,9525667,575510,30732245,2565774,10355317,541525,10929674,36261027,412668,3541484,355087,355087,7858385,1143026,250813,467139,170514,1653128,17119224,8448333,18359
18,ALABAMA,2017,8793477,1984203,31236831,27524584,26770467,6360069,9949247,528539,33465953,2592411,10417084,553944,11436927,53290486,551627,3383128,389784,389784,8529339,1363858,295316,496595,171607,1659619,17641478,7323358,22814
19,ALABAMA,2018,9856082,2396797,32708378,28862374,28259466,6024841,10303451,521990,34635220,2747974,11055577,595676,12016743,55085691,528982,3505303,395811,395811,8705373,1519862,270436,508464,178415,2017229,18423559,7457270,24709
20,ALABAMA,2019,10097887,2454561,34420325,30621284,30197479,4912199,11279007,555980,35488256,2706611,11576632,672347,12596861,56999274,573886,3447907,384485,384485,9469033,1660108,269276,522062,200242,1970758,19518533,8049909,31113
21,ALASKA,1992,4941602,389682,5254925,4788127,5342507,958318,773106,80704,6327318,101286,1602937,135804,1200990,24635841,170885,390551,472114,449430,2209137,2689036,236426,1220922,52292,547162,2846879,507655,16829
22,ALASKA,1993,4426963,428896,5423008,4933907,6159665,1170688,904620,62951,7358035,99239,2227283,135224,1266638,27039489,173336,427892,424719,403214,2270797,2759550,232631,1192833,53474,586378,2919195,563876,15033
23,ALASKA,1994,3585262,502363,5751517,5256168,5279241,895989,919487,73785,6203364,99654,1240275,142174,1278065,26539415,169672,449398,352454,330229,2625005,2850626,347771,890766,54946,564753,3057576,633407,16039
24,ALASKA,1995,3232262,410937,5599033,5047423,7358377,905812,980048,75078,8288036,101039,1922463,146625,1257989,28380127,144182,503961,293414,275631,2397227,4177013,241582,1218341,55290,579041,3148468,642672,14661
25,ALASKA,1996,3176601,447790,5629502,5104670,6818956,1417983,1017117,78896,8253549,99124,1519082,150026,1235738,31485213,159218,504055,250887,239608,2347784,3988383,267104,1014792,53161,622849,3193946,712735,14849
26,ALASKA,1997,3290599,439775,5722455,5159684,7424923,1992573,1042225,77924,9438512,96014,1619110,152126,1198832,34496751,159454,538748,243028,226689,2381816,4463181,288928,1113835,56722,589804,3309084,742419,15406
27,ALASKA,1998,3799708,382310,5803173,5230194,7973315,1044058,1079799,94334,9039235,116803,1186237,158809,1207913,41169806,161108,548390,241349,224744,2440725,5401677,264689,699342,57963,549996,3486538,758931,16992
28,ALASKA,1999,3910581,565699,6140559,5571932,5940989,1346244,1222794,84868,7312896,132004,905135,153161,1325244,43425163,159419,540189,237443,217867,2706959,3499070,257384,476452,61190,577527,3597095,790010,13229
29,ALASKA,2000,4150498,591147,6611154,5972185,7330352,1228836,1201549,91661,8584447,137735,1423287,173624,1319094,47195140,150313,574158,258123,248106,2874443,4378418,250331,755453,63311,639941,3990109,914855,9055
30,ALASKA,2001,4507108,665886,7072000,6413598,6043307,117353,1289816,73417,6185917,134637,1428698,172610,1443738,41075122,162273,599117,273339,263801,2968840,2973731,254906,820202,71787,649746,4395287,1022604,9648
31,ALASKA,2002,5307941,750832,7402469,6702256,5422566,-421149,1556466,74119,5018805,142050,1089504,173844,1566815,40020387,160168,646906,281231,275884,3017685,2438871,240427,604062,77758,687407,4510069,1150533,9625
32,ALASKA,2003,5829798,934820,8121540,7111497,6098669,809970,1997175,70107,6924221,152132,1120133,182046,1693672,42870530,168955,947676,265237,256233,3015620,2631794,256006,690819,83961,810807,4733293,1312794,9657
33,ALASKA,2004,5688414,886846,8089240,6834832,6630141,2207887,2193578,83738,8852189,172876,1343191,176642,1707847,45532403,118307,1165261,251225,242443,2564766,2715855,247000,747013,61681,828835,4529620,1471607,9527
34,ALASKA,2012,5909456,1295382,11729460,10262809,14324470,642566,2866427,135055,14983393,248432,7049398,312646,2595207,69479742,330057,1300476,287494,282462,4241354,3806254,318248,6002767,146284,1071272,6762269,2018001,20181
35,ALASKA,2013,6218363,1460784,12214628,10707194,12280315,1929995,2754412,135720,14227247,249586,5132811,335234,2806879,78018582,329296,1298470,267684,263066,4424554,3769295,331740,4116564,166917,1152768,6962794,2084000,29247
36,ALASKA,2014,6048619,1432239,12926157,11484542,10436362,2297628,2810194,141947,12751532,257696,3392869,336833,2787377,82920385,308791,1213482,254537,250410,5099337,3605694,358952,2584288,163869,1280403,7772455,2106052,24164
37,ALASKA,2015,5727891,1510811,13006370,11580917,7662076,688506,2642995,115886,8367410,255971,1363350,340726,2703274,81793934,283698,1261313,253972,250304,5203431,3000064,375310,763641,161965,1271514,7747540,2113211,23949
38,ALASKA,2016,5953933,1505040,12359938,10797248,7483408,412879,2853202,120081,7914927,260846,896921,332443,2787912,78372412,230276,1329941,184886,181709,4212235,3032500,479705,448537,140154,1290503,7146868,2372655,15045
39,ALASKA,2017,5921713,1175827,11301460,9799553,8364456,2580346,3286785,139054,10963492,263120,1208929,316353,2524056,90842350,229041,1358157,200904,198252,3215411,3120238,405104,718980,142360,1143967,6578211,2724651,15374
40,ALASKA,2018,5889417,1148486,13196041,11678671,8166711,2116310,3457365,153636,10304503,252970,1656352,435826,2575850,94545778,273090,1391996,208821,206450,4090866,2342903,564528,1053425,185933,1325235,8437883,2829643,23286
41,ALASKA,2019,6060930,1217805,11525057,9977079,8700223,1756725,3725035,159757,10477983,278823,1780911,330783,2505580,95912632,213255,1418749,203120,201374,3122372,2475825,433478,1009811,157952,1092861,6724690,2933004,15228
42,ARIZONA,1992,2848842,698704,9095781,8235841,7975484,1559241,2110356,279700,9551394,693563,4826755,343958,2929886,13657523,360340,831185,193298,186950,3989834,484006,148651,314008,111084,954360,4027781,1811875,22436
43,ARIZONA,1993,3052565,565627,9782725,8782381,8808186,2018120,2425897,297468,10843407,736103,5281816,345378,3016961,15948930,459287,977808,211542,205281,4224348,523782,142141,366993,99278,920713,4410129,2159415,19597
44,ARIZONA,1994,3170472,622055,10522311,9529970,9706807,2023498,2829890,321227,11748570,775008,5656858,383997,3306759,17140266,467729,969074,190138,185615,4709035,550836,142034,354458,98449,1053985,4760933,2318661,28868
45,ARIZONA,1995,3037066,622500,11162452,10072094,10509675,2064496,3026512,343607,12593371,827935,6223489,436779,3601018,18860628,489489,1066842,184301,180062,5281146,640359,159104,379861,109774,925358,4866267,2468116,25992
46,ARIZONA,1996,2936004,812062,11898144,10817960,10866578,1706299,3104914,391385,12594269,937787,6409395,499420,3787629,21637171,543341,1055586,185117,181013,5581201,685870,169167,417523,120135,1143426,5168574,2604854,29473
47,ARIZONA,1997,2741940,768110,12418681,11266376,11499078,2168130,3237414,437200,13692375,948216,6833806,564150,4033411,25969347,558780,1124193,162844,159096,5893931,713597,167453,323852,132094,1167477,5480384,2688434,43764
48,ARIZONA,1998,2806922,888544,13327967,12069852,11813762,4748183,3329995,233167,16582495,958092,6949370,717458,4392711,31941582,656826,1230712,154790,151061,6514349,788771,155794,316643,134753,1192360,5660035,2648198,47853
49,ARIZONA,1999,2725113,1134910,14278357,13127188,13077480,2022859,3662296,246472,15121888,985424,7542735,740342,4735867,36075115,737725,1125216,154051,150322,7737112,1095181,151006,357180,151087,1630806,5569277,2461064,51377
50,ARIZONA,2000,3101233,1206313,16315915,15025421,14258579,2034986,4120073,260188,16315430,1010854,8100737,719690,5225930,35754844,1028977,1264551,163841,160112,8038910,1204621,161003,381944,158048,1825561,7175727,3038187,49298
51,ARIZONA,2001,3710911,1016317,17143148,15528201,14980264,487899,4449959,257881,15488897,1038738,8360376,760323,5689018,38166740,954431,1589779,195778,192049,8583635,1289849,175688,393413,161140,1584079,7276644,3222661,57828
52,ARIZONA,2002,4347558,1014488,18606630,16734370,15860392,1414316,5259991,270631,17297726,1068529,8477321,734167,6326736,32979725,913302,1845124,189506,185777,8770091,1198080,203588,417555,166831,1679641,8327312,3998137,62661
53,ARIZONA,2003,5554020,1241058,19606017,17503052,16890346,1012077,6092557,271023,17927436,1178497,8691761,731041,6419012,34638738,845027,2074418,196092,192416,8899545,1117455,231187,417492,172512,1839644,8825995,4482224,108807
54,ARIZONA,2004,6773923,1461931,21765804,19558495,18980232,4778770,6987389,289803,23784448,1382146,9637369,791043,7150342,39274790,1138653,2179136,240646,237436,9602687,1185753,238297,404263,188754,1891625,9893298,5147119,167668
55,ARIZONA,2012,14507370,1626118,31888611,27476364,28510923,3352791,10752958,393378,31893550,1855368,12996421,927931,9113877,37230014,1936681,4380658,675228,673269,8768484,1553765,268846,795206,240861,1943212,16521095,8287322,93719
56,ARIZONA,2013,14186861,1568048,32168343,27950784,29501502,8058079,10580523,412769,37592475,1720399,13796918,1028728,9425150,41338697,1872472,4182960,500034,498304,7969781,1742208,263092,811382,232360,1971558,16968270,8494905,78339
57,ARIZONA,2014,14315828,1370808,33704363,29295921,29690008,9513285,10951041,437127,39232056,1764349,13424271,1070221,9797942,52342681,1995282,4378403,520641,519164,8108948,1632564,268995,867558,247617,1779400,18131047,9100585,79573
58,ARIZONA,2015,14243659,1491099,32740773,28577420,31741122,4417342,13381875,458737,36186053,1779646,13721262,1097103,10452117,49956400,625316,4134315,318352,316529,9182582,1972598,271972,925127,259768,1966947,17096774,10346172,62436
59,ARIZONA,2016,14400191,1596549,36928099,32631502,34551828,3628996,14337939,482362,38209919,2019192,14962172,1075258,11369424,48196425,594704,4266979,538261,536134,9529411,2371948,269523,975532,247559,2129986,20401106,13159774,80693
60,ARIZONA,2017,14291349,1623091,39272433,35217999,36317737,9327859,15307319,506034,45675046,1977249,15299010,1080923,11825297,66319400,573338,4027051,551540,549707,13013591,2614404,306838,1078926,280662,2217232,22029129,14581123,82845
61,ARIZONA,2018,13703759,1747664,40902546,36684690,38334391,9841736,16127713,495034,48210938,2020702,16293917,1093410,12377309,70016596,593159,4183497,540207,538684,13353550,2722963,314216,1171871,282873,2348800,23115715,15169340,105119
62,ARIZONA,2019,13615824,1608823,42191355,37843032,41272289,8372700,16861452,580141,49667795,2085528,18163903,1112554,13133885,74992422,591202,4325496,503604,502346,13263676,2924422,342387,1268459,297521,2271219,24026077,16055113,92435
63,ARKANSAS,1992,1942169,444873,5478493,5061654,5190388,673907,1635962,195634,5864295,485252,2748292,105591,2122905,7642162,179361,416839,130387,130387,1737176,253524,117150,59234,38512,576635,2896061,1176619,32198
64,ARKANSAS,1993,1918960,497233,6014728,5555006,5626556,819496,1832046,184515,6446052,530254,2942581,119390,2247834,8130735,200595,459722,122133,122133,1800088,269987,129631,49963,41441,608359,3291669,1311510,33568
65,ARKANSAS,1994,1812006,470275,6077749,5642181,5982514,887070,1917370,193897,6869584,573846,3175976,132299,2216940,8759830,211719,435568,115728,115728,1866897,265942,118622,53844,44492,598765,3359776,1387240,35828
66,ARKANSAS,1995,1982537,478215,6616119,6070851,6466816,901377,2077582,196957,7368193,586897,3391785,160878,2352224,9388983,240336,545268,117200,117200,1920985,309393,134342,67275,50627,613037,3740550,1518699,36449
67,ARKANSAS,1996,2142271,613005,7050461,6480997,7016550,1629637,2162774,216315,8646187,563760,3702141,171002,2509087,10822580,246981,569464,121362,121362,2003505,415254,135913,154958,52061,698315,3956385,1583327,39237
68,ARKANSAS,1997,2247810,655413,7684652,7102933,7290031,1553915,2264482,221790,8843946,588205,3776600,206131,2819359,12033100,261311,581719,121553,121553,2376585,457332,137542,60578,60085,762961,4224063,1666931,48890
69,ARKANSAS,1998,2384116,753271,8103515,7572068,7724459,1762710,2368339,237372,9487169,588132,4056582,205929,3019425,13471613,271451,531447,123705,123705,2577895,482715,161955,74231,63150,779160,4457537,1796670,49440
70,ARKANSAS,1999,2488221,693225,8943119,8372424,8449018,1911982,2470733,218670,10361000,625857,4608936,226373,3666635,14960850,289496,570695,115728,115728,3161523,500538,164580,515860,66836,698825,4780904,1894754,56321
71,ARKANSAS,2000,2745559,770870,9589172,8966540,9118341,1671039,2734557,259381,10789380,656238,4870561,275158,3976336,17887509,290306,622632,120631,120631,3220307,618359,204582,541316,73341,745972,5182055,1986866,78074
72,ARKANSAS,2001,2841828,927167,10597097,9848226,9804136,526258,3057182,252255,10330394,661411,4986747,290520,4149058,18054849,298356,748871,124873,124873,3662488,717874,215001,497425,77425,939390,5639368,2215168,75162
73,ARKANSAS,2002,3002264,959132,11550140,10634159,10483188,-235701,3429099,272737,10247487,702000,5176050,284600,4375237,17047370,268398,915981,138389,138389,3733773,701086,234315,564448,71768,1078784,6245110,2577745,76783
74,ARKANSAS,2003,3295143,954604,12084818,11081356,10730541,1074471,3685249,206286,11805012,706237,5145554,305803,4529282,17236860,292724,1003462,115076,115076,3926999,502771,190638,576295,69422,1098172,6563752,2705341,71910
75,ARKANSAS,2004,3741626,1005555,12681105,11689513,11679719,2545457,4041889,187876,14225176,784503,5580678,351788,4730047,19233766,316062,991592,123122,123122,3875974,510523,225132,591357,79800,1116310,7102458,2995212,83065
76,ARKANSAS,2012,3655727,1064880,19246564,17366618,17103831,1007696,5933743,359012,18111527,1173416,8287744,375348,7588598,16682363,216860,1879946,154307,154307,5714726,852086,272017,1139915,112264,1197677,10643876,5062850,67960
77,ARKANSAS,2013,3947169,1049266,19234503,17271997,17279776,4501740,5741749,357280,21781516,1181415,8586767,306701,7487981,17602208,209670,1962506,138521,138521,5617066,839989,261459,1157833,104882,1243786,10563689,5094028,66266
78,ARKANSAS,2014,4533255,1116776,20946622,18889293,18013430,5256127,6116373,368622,23269557,1193883,8917322,327720,8163029,27819043,233470,2057329,140971,140971,6526154,797561,324463,1223890,103499,1423126,11329758,5561340,69751
79,ARKANSAS,2015,4985140,1131361,21780585,19882973,19387350,2214334,7036670,384306,21601684,1228129,9168570,351802,8162327,28445893,243532,1897612,136994,136994,6394037,974923,309742,1233218,107112,1468304,12317235,6572760,69724
80,ARKANSAS,2016,6929147,1049509,22427443,20491338,20272146,1092730,7425930,396891,21364876,1275709,9430833,345829,8411420,29219511,220746,1936105,136133,136133,6460966,981329,317562,1212253,109314,1469473,12893999,6898386,72225
81,ARKANSAS,2017,6968972,1317326,22697840,20747613,21273518,4964579,7902598,384559,26238097,1317474,9516281,338192,7810488,38551438,172823,1950227,159122,159122,6248528,1122252,294512,1265098,106981,1769689,13342778,7415909,70025
82,ARKANSAS,2018,6838147,1364492,22517998,20465998,21600454,4778200,7877352,409856,26378654,1336910,9819284,338273,8086351,41159178,174956,2052000,152956,152956,6323362,1098539,282203,1317514,106628,1753460,12938059,6805973,69165
83,ARKANSAS,2019,7184471,1049951,23340186,21189506,22162401,2871660,7896933,403627,25034061,1347012,10217866,355923,8076478,43188218,174227,2150680,163022,163022,6300823,1141710,281784,1347365,111318,1479961,13978879,7752884,67986
84,CALIFORNIA,1992,37823709,3501400,97231185,83512173,81243813,20576078,23429204,2287864,101998668,4623892,47972949,3226256,28284998,139319735,4153502,13630623,2493551,2457151,50052312,4370233,1519328,3423227,894794,4374948,35940527,23895791,224461
85,CALIFORNIA,1993,41294944,3857935,104567486,89037012,85088101,23640848,25478358,2489623,108901718,4903070,49418058,3050401,31281571,148839515,4391129,15435033,2535341,2494708,53840327,4226904,1604926,3425872,825796,4592900,37815307,25118234,246060
86,CALIFORNIA,1994,48120610,3982609,105830659,91377149,89751813,25339973,29698401,2471486,115227902,4593867,49695396,3499370,28114516,147201516,4896146,14363768,2435947,2401081,54753232,4078022,1687892,3577171,868550,4658401,39986730,28567751,240046
87,CALIFORNIA,1995,48197317,4015816,109231147,94006597,94252188,23914519,29982101,2870933,118303386,4933279,53269075,3675808,30027036,183702341,5256929,15128019,2700304,2666374,55275052,4529314,1790574,3685330,898881,4820924,41445317,28512998,257910
88,CALIFORNIA,1996,45859003,3776137,113361355,98782722,98185276,25013696,29087230,3034776,123342274,5112526,57746664,3843358,34779689,199348820,5564254,14478758,2485964,2448102,58567284,4608780,1876118,4027681,1012166,4522006,42804062,28804856,209556
89,CALIFORNIA,1997,45336911,3708494,117209422,102852971,103929227,27019284,30345109,2962520,131099489,5248446,61666886,3967874,35546148,228016657,6083766,14282023,2484498,2482488,60241249,4709817,2011381,4405788,1038589,4581485,45977063,30205384,248997
90,CALIFORNIA,1998,50250539,3620157,120329505,106680820,111087737,33737613,30893821,3135510,144984973,5209750,67713613,3437824,38139544,270294292,6388493,13564056,2426583,2419888,62647952,4812689,2082181,4694415,1145727,4631083,48496657,30411684,270490
91,CALIFORNIA,1999,53974509,4026326,133672890,120178377,119407560,34393549,33720628,3121848,154016720,5635450,72387698,3894400,44005476,296696549,6960201,13388650,2549321,2541120,71003067,5202639,2261981,4754588,1080042,5133163,54158375,33516613,307679
92,CALIFORNIA,2000,57170067,4235517,149772310,134203791,135781559,36476292,36124644,3690638,172480675,6162812,83807959,4244680,49908590,337708462,7546878,15454329,2620635,2612945,80381650,6419745,2292366,4283713,1267990,5848053,60952862,36467804,374415
93,CALIFORNIA,2001,62343083,4694194,170470259,145582238,148976786,25331587,40145150,3908895,176080892,6451772,90453746,5313697,54115884,325751129,6522891,16969359,2758540,2758540,88355439,8052870,2702532,4281188,1324682,6339813,75065243,37251330,561500
94,CALIFORNIA,2002,71244503,5540777,184927602,158235437,141480665,5520398,43860532,5693058,151245388,6885642,77755376,5596427,53610067,353735787,9714786,21181255,3966946,3404946,92932792,8408265,3184490,2980569,1376082,7898554,77760950,42965482,949480
95,CALIFORNIA,2003,95209988,6091850,204438461,173158060,147998249,42944092,48245951,4916856,195545076,7015010,79198255,5690346,61457162,384716087,9291005,26154700,4001753,3557753,103220187,8573277,3487188,2854044,1443127,7158608,81879249,48472281,721229
96,CALIFORNIA,2004,105519806,7542690,202889330,170147556,153625487,70905572,49403324,5744089,229698348,7477277,85721483,5875717,59777134,443307641,9525062,27199979,4208900,3786900,97954802,7853434,3850704,2668307,1273619,7857947,81677193,46898712,811686
97,CALIFORNIA,2012,153528617,10150635,269054704,217146079,199358854,41600301,57426009,8658041,242002515,10087559,115178568,8753375,72709788,343478112,7282776,50276571,7677988,7320988,96290625,10049125,4123922,2205904,1542994,13281731,111385472,69087772,632621
98,CALIFORNIA,2013,152186012,9367080,283572491,233454218,219692720,92260851,58096373,8743748,312974848,14158695,133184246,7844627,80195847,354600310,8200767,49248058,7492325,7228325,104807008,10057563,4102500,2094918,1600910,13193489,118110030,80014405,523095
99,CALIFORNIA,2014,156807868,10136020,286668146,235768201,230758996,112549159,63516604,9004009,344302107,12720611,138087357,8969130,80104884,438447551,8304745,48962814,7448964,7205964,100918999,9783593,3747743,2284503,1697517,13005766,123718282,83491245,548089
100,CALIFORNIA,2015,151715007,10183475,320288030,269774501,265499211,50905722,82907118,9420863,317407713,13947655,151234534,9667904,90276519,455941709,8177522,47828113,7395706,7168706,107204117,9984477,3809737,2464579,1790672,10529860,151981870,109031702,529286
101,CALIFORNIA,2016,151824176,10333559,343799050,293665671,286476716,36060562,94755152,10275132,323312514,12413173,155191714,9528475,94666744,443526798,8452447,48780585,7186920,6993920,115194341,8742227,6898403,2658872,1937931,10923189,167591924,123038997,632840
102,CALIFORNIA,2017,147214644,8776504,349101994,297111206,289503480,114094705,93283926,10525972,404602274,12642497,159051926,8528075,97240115,751276454,7449397,50887800,7069122,6899122,118450712,9333900,5751360,2856483,1907378,10825735,169403686,124082248,613467
103,CALIFORNIA,2018,148027188,9438084,366359356,311785388,321329882,108424415,102060783,10504521,430760445,17662374,178437038,9104578,102372367,821756083,7264570,53385791,7171873,7033873,119995535,10337693,5637994,2946875,1931457,10932941,181500286,132045291,759813
104,CALIFORNIA,2019,145292659,12267721,395722730,337836399,336543686,98972419,102638475,11041442,436479413,18694463,188235271,8613192,111655986,861076117,8239367,56269864,6223541,6115541,126531626,10314537,6154873,3087427,2108433,13557827,199757020,143427752,1173105
105,COLORADO,1992,2977116,585807,7491923,6493768,7014481,2062552,1918574,240522,9077033,570121,3531698,265445,2709235,16000217,206028,994681,226105,225113,2290376,697791,158367,72044,47853,652462,3659108,1443831,22343
106,COLORADO,1993,3116813,531899,8672886,7471882,7840311,2187434,2136402,238961,10027745,584395,3788634,266446,3131906,17503316,220766,1197710,244985,242981,2743351,991106,151814,64761,43153,719213,4257833,1845410,27557
107,COLORADO,1994,3262891,634161,8902738,7652127,8034742,2390546,2183970,249542,10425288,650343,4154450,289364,3357760,19539277,232482,1246985,251346,248602,2964269,716735,154100,58090,50283,820949,4148417,1625661,32111
108,COLORADO,1995,3368181,572892,9801852,8433648,9191036,2363675,2682929,267886,11554711,681845,4531366,319686,3690511,18489493,224665,1363955,235749,232736,3081364,933890,159437,59153,49043,779881,4731295,2135285,38330
109,COLORADO,1996,3576722,601685,10216917,8807456,9461517,2404866,2745933,250220,11866383,722007,4820760,353435,3945360,26258079,235366,1404835,243691,240350,3305144,823999,157835,47148,52487,795945,4901405,2081070,42747
110,COLORADO,1997,3402235,742649,10861228,9381494,9944905,2834734,2595939,261406,12779639,765797,5290131,455517,4192249,23675565,247006,1474681,239340,235860,3504207,871697,151918,65413,55270,809696,5302956,2220679,46588
111,COLORADO,1998,3637200,899355,11277701,10104647,10953476,2560829,2788627,277802,13514305,787605,5890211,619477,4333068,25157200,282136,1167562,240926,237246,3649319,982242,156021,141292,62578,989106,5720705,2401070,49089
112,COLORADO,1999,4058764,1128822,13148371,11698887,11746973,2411167,2959108,291620,14158140,817423,6568185,671373,4604079,27487765,292724,1442698,255147,250613,4581878,940726,190753,99618,70393,1159326,6705938,2828445,57357
113,COLORADO,2000,4430790,1252199,13929779,12485324,12925010,4134593,3301003,300109,17059603,859682,7075047,689090,4959104,30916916,308387,1434172,256577,251262,4957968,1208049,189613,94051,79148,1243410,7177865,2925313,67588
114,COLORADO,2001,4917187,1286781,15685926,13702406,13868004,5906421,3471257,301374,19774425,916944,7566919,704421,5287541,36958243,309353,1975686,324666,319612,5391461,1414547,233924,144961,95073,1342195,8072616,3312898,64377
115,COLORADO,2002,7166915,1333119,17324984,14795822,13999486,-1521441,3865825,278018,12478045,932608,6923171,734457,5798172,42186351,792620,2518942,358083,352320,5819294,1641954,193235,129596,103053,1421381,8671271,3131520,69307
116,COLORADO,2003,8921416,1209265,17690925,14792539,13998588,-201549,4178537,315096,13805946,960701,6636190,723572,6133704,39991137,708767,2886777,424283,418356,5521478,1447416,198642,91544,105653,1378238,8333398,3442625,72418
117,COLORADO,2004,9964097,1123706,18042055,15016170,14906599,8125219,4594664,337911,23031818,984789,7051457,701710,6293255,46625221,784349,3015461,415682,409320,5612393,1405818,207025,166029,112341,1374131,8465390,3537787,73484
118,COLORADO,2012,16069322,1591023,28117189,22315252,21750830,3795812,6386839,629101,25546642,1788312,10262977,1019793,9362980,48477301,904096,5766770,759893,727830,7365077,2093238,331832,175380,141659,1345411,13546942,5474323,108474
119,COLORADO,2013,16379990,1485834,28665167,23082373,23006195,8678865,6499474,637707,31685060,1872404,11255253,975698,9477352,47942712,987909,5539021,780489,738970,7617166,2057114,321265,147746,172792,1448635,14200893,5840287,83055
120,COLORADO,2014,16352303,1582636,30751447,25283771,24582680,9303788,7252029,659616,33886468,1858693,11755394,974300,10158306,48180955,1012711,5445646,735476,715800,8245857,2162019,347677,245521,193908,1666272,15843242,6720061,100458
121,COLORADO,2015,16921492,1775347,32229154,26917961,26263114,5896450,7965566,680739,32159564,1926871,12747749,1022917,10988746,51207014,427722,5288924,727177,707944,8375861,1884985,324030,292683,178366,1879658,16630495,7927080,109113
122,COLORADO,2016,16766069,1906771,34229139,28726955,27385122,3865872,8807816,702667,31250994,2149229,12887859,1044094,11710954,50429221,458546,5483219,751006,733873,8600006,1837239,322318,84079,192364,1890449,18118337,8646906,106058
123,COLORADO,2017,16980689,1912174,35038990,29565547,28236913,7505144,8806629,748284,35742057,2298701,13345839,1040208,12315016,77076034,502286,5458371,728595,716107,8806246,1904926,355995,0,243575,2054114,18660094,8435156,100393
